hospital_id,name,street_address,city,province,postal_code,country,phone_number,email_address,hospital_type,operating_hours,accreditation_status,emergency_contact
13,Howard-Fowler Hospital,69952 Proctor Rapids,Pointe-Claire,Quebec,P6F 2J7,Canada,514-266-6599,howardfowler@medcenter.ca,Clinic,7 AM - 7 PM,Accredited,514-579-5207
14,Davis and Sons Hospital,98813 Isaac Lakes Suite 467,Quebec City,Quebec,P0D 0B9,Canada,438-501-7894,davisandsons@clinic.ca,Clinic,9 AM - 5 PM,Accredited,450-874-6287
15,Johnson Group Hospital,2655 Nicole Drive Suite 185,Sherbrooke,Quebec,W8O 3T0,Canada,438-216-6310,johnsongroup@hospital.ca,Specialized,24/7,Pending,450-070-5429
16,"Alexander, Peterson and Alexander Hospital",68286 Durham Turnpike,Laval,Quebec,C4W 5Z3,Canada,514-913-8816,alexanderpetersonandalexander@healthcare.com,Specialized,7 AM - 7 PM,Certified,514-917-4236
17,Weaver Ltd Hospital,5186 Tonya Pike Apt. 613,Drummondville,Quebec,D5B 0Y4,Canada,514-015-9562,weaverltd@healthcare.com,Specialized,7 AM - 7 PM,Pending,438-029-1413
18,Rose-Williamson Hospital,724 Myers Estates,Laval,Quebec,E7C 3K0,Canada,418-880-6371,rosewilliamson@healthcare.com,General,10 AM - 8 PM,Pending,418-317-6445
19,"Rogers, Avila and Ruiz Hospital",5075 Kevin Club Apt. 569,Dollard-Des Ormeaux,Quebec,F7U 1A9,Canada,450-037-2787,rogersavilaandruiz@medcenter.ca,General,8 AM - 6 PM,Pending,514-912-8133
20,Dalton PLC Hospital,0894 Burns Plaza Apt. 478,Repentigny,Quebec,E1G 6L7,Canada,514-037-6289,daltonplc@hospital.ca,Specialized,10 AM - 8 PM,Pending,514-829-5895
21,Williamson-Stewart Hospital,9851 David Keys,Drummondville,Quebec,C2T 5W5,Canada,450-525-0702,williamsonstewart@healthcare.com,Specialized,24/7,Pending,
22,"Chen, James and Rowland Hospital",3232 Riggs Route Apt. 505,Blainville,Quebec,Z2B 8Y8,Canada,438-988-4922,chenjamesandrowland@healthcare.com,General,10 AM - 8 PM,Certified,514-840-9038
23,Ray and Sons Hospital,23699 Ibarra Grove,Brossard,Quebec,N6H 8I1,Canada,450-318-6718,rayandsons@clinic.ca,Specialized,8 AM - 6 PM,Accredited,
24,Myers Group Hospital,9348 Christopher Pine Suite 478,Kirkland,Quebec,V4F 0P2,Canada,438-702-3794,myersgroup@clinic.ca,General,10 AM - 8 PM,Certified,
25,"Rodriguez, Young and Decker Hospital",0591 Greene Flat,Quebec City,Quebec,W9G 6G8,Canada,418-196-9462,rodriguezyounganddecker@clinic.ca,Clinic,8 AM - 6 PM,Certified,
26,Hendrix-Hunt Hospital,02796 Thomas Hollow Apt. 587,Longueuil,Quebec,J8Z 3V5,Canada,514-752-9305,hendrixhunt@healthcare.com,Specialized,7 AM - 7 PM,Pending,450-310-3519
27,"Taylor, Bennett and Knight Hospital",734 Stephen Drives,Laval,Quebec,Y8Q 1S3,Canada,450-608-9844,taylorbennettandknight@healthcare.com,Specialized,8 AM - 6 PM,Certified,418-963-2817
28,Dalton PLC Hospital,76709 Tammy Drive Suite 522,Gatineau,Quebec,S4S 8V6,Canada,418-465-0238,daltonplc@healthcare.com,General,8 AM - 6 PM,Certified,438-298-3681
29,"Austin, Boyer and Brown Hospital",45347 Ricardo Estate Apt. 893,Beaconsfield,Quebec,P0O 2R8,Canada,514-448-7477,austinboyerandbrown@clinic.ca,Clinic,9 AM - 5 PM,Accredited,418-071-1084
30,Mitchell-Harrison Hospital,206 Tracy Brook Suite 580,Beaconsfield,Quebec,V5X 4H9,Canada,450-867-2084,mitchellharrison@clinic.ca,Specialized,24/7,Accredited,450-048-8049
31,Rodriguez Group Hospital,8249 Daniels Mews Suite 056,Beaconsfield,Quebec,G1Y 3Q1,Canada,450-311-9106,rodriguezgroup@medcenter.ca,Clinic,7 AM - 7 PM,Pending,418-505-6298
32,King Group Hospital,362 Medina Club Suite 155,Brossard,Quebec,X1U 8E4,Canada,438-607-0475,kinggroup@hospital.ca,Specialized,24/7,Pending,450-720-8644
33,Baker PLC Hospital,193 Stanton Landing,Mascouche,Quebec,N4F 4H3,Canada,418-670-4720,bakerplc@healthcare.com,General,7 AM - 7 PM,Certified,514-238-4435
34,Henderson-Oliver Hospital,3155 Melanie Roads Suite 240,Montreal,Quebec,E1G 7H9,Canada,418-120-0145,hendersonoliver@medcenter.ca,General,7 AM - 7 PM,Accredited,438-604-2288
35,Rice-Chase Hospital,169 Galvan Cliff Apt. 240,Mascouche,Quebec,Y9Y 3E9,Canada,514-993-3261,ricechase@medcenter.ca,Clinic,10 AM - 8 PM,Accredited,514-967-6866
36,Duran-Torres Hospital,1572 Tony Passage Apt. 560,Beaconsfield,Quebec,P6W 2C5,Canada,438-988-9978,durantorres@medcenter.ca,Clinic,7 AM - 7 PM,Pending,450-320-8831
37,Obrien-Swanson Hospital,75535 Taylor Ridge Suite 155,Dorval,Quebec,F9I 8W4,Canada,514-536-3101,obrienswanson@healthcare.com,General,10 AM - 8 PM,Accredited,438-652-5186
38,"Garcia, Allen and Mccall Hospital",66312 Matthews Club,Blainville,Quebec,S8K 9B0,Canada,514-765-3499,garciaallenandmccall@hospital.ca,General,9 AM - 5 PM,Pending,514-389-6304
39,"Allen, Page and Shaw Hospital",96349 Linda Mountains,Pointe-Claire,Quebec,D4X 8X8,Canada,438-982-6259,allenpageandshaw@hospital.ca,Clinic,9 AM - 5 PM,Accredited,438-987-8130
40,Porter Inc Hospital,66673 Henderson Station Apt. 731,Trois-Rivières,Quebec,V5A 8O5,Canada,450-964-6195,porterinc@hospital.ca,General,24/7,Accredited,418-112-3765
41,Jones-Miller Hospital,371 Armstrong Oval Apt. 850,Drummondville,Quebec,W6J 6G7,Canada,514-741-3808,jonesmiller@clinic.ca,General,24/7,Accredited,450-623-8517
42,"Diaz, Flores and Buchanan Hospital",73716 Jennifer Meadows Apt. 043,Quebec City,Quebec,I9Q 0S3,Canada,514-101-5025,diazfloresandbuchanan@hospital.ca,Specialized,24/7,Accredited,438-254-3545
43,Nguyen-Klein Hospital,29729 Chad Locks Apt. 985,Kirkland,Quebec,X0Y 9Z0,Canada,450-576-5110,nguyenklein@medcenter.ca,Specialized,9 AM - 5 PM,Accredited,438-755-8667
44,"Hill, Russo and Terrell Hospital",417 Cox Haven,Brossard,Quebec,Q3R 4F9,Canada,514-386-7959,hillrussoandterrell@medcenter.ca,Specialized,7 AM - 7 PM,Certified,438-883-0315
45,Powell LLC Hospital,77279 Lewis Villages,Kirkland,Quebec,P7W 2Q1,Canada,438-886-1884,powellllc@clinic.ca,General,10 AM - 8 PM,Certified,
46,"Jackson, Gonzales and Dominguez Hospital",401 Timothy Drive Suite 208,Kirkland,Quebec,A7C 2R4,Canada,418-206-3682,jacksongonzalesanddominguez@hospital.ca,General,7 AM - 7 PM,Certified,418-715-5947
47,"Hamilton, Grant and Mcintyre Hospital",437 Mitchell Valley,Sherbrooke,Quebec,A1L 7T3,Canada,450-100-5548,hamiltongrantandmcintyre@healthcare.com,Clinic,10 AM - 8 PM,Pending,514-373-9144
48,"Rasmussen, Rivera and Parker Hospital",92837 Melanie Vista,Trois-Rivières,Quebec,D7G 3Q9,Canada,450-777-6517,rasmussenriveraandparker@clinic.ca,Specialized,7 AM - 7 PM,Certified,450-076-9670
49,"Marshall, Gonzalez and Proctor Hospital",836 Edwards Pike,Beaconsfield,Quebec,P4Q 3B6,Canada,450-979-1473,marshallgonzalezandproctor@medcenter.ca,Clinic,10 AM - 8 PM,Certified,514-831-9751
50,"Williams, Reese and Rush Hospital",794 Jason Crossroad Apt. 815,Drummondville,Quebec,I6I 2V6,Canada,514-684-7378,williamsreeseandrush@healthcare.com,Specialized,7 AM - 7 PM,Certified,438-054-2774
51,"Martinez, Sharp and Anderson Hospital",522 Michelle Crossing,Trois-Rivières,Quebec,G8G 9B5,Canada,438-729-8244,martinezsharpandanderson@healthcare.com,Clinic,7 AM - 7 PM,Certified,438-569-9613
52,"Davis, Hill and Cantrell Hospital",0760 Alexander Lodge Apt. 261,Drummondville,Quebec,U1Q 0Y5,Canada,514-473-7178,davishillandcantrell@healthcare.com,General,10 AM - 8 PM,Certified,438-611-5584
53,Sparks-Rojas Hospital,98642 King Fords Apt. 176,Laval,Quebec,B9M 1T4,Canada,450-278-0266,sparksrojas@healthcare.com,Specialized,8 AM - 6 PM,Certified,450-654-7012
54,Alvarez Ltd Hospital,93406 Heather Landing Apt. 008,Gatineau,Quebec,R8O 1K6,Canada,450-967-0379,alvarezltd@clinic.ca,Clinic,7 AM - 7 PM,Certified,438-943-3689
55,Valentine LLC Hospital,2712 Jenkins Springs,Beaconsfield,Quebec,Z0T 3W6,Canada,418-680-0762,valentinellc@clinic.ca,Specialized,10 AM - 8 PM,Certified,514-734-3012
56,Anderson-Bowen Hospital,66044 Kimberly Mall Apt. 117,Dorval,Quebec,F6U 1V7,Canada,450-835-7460,andersonbowen@medcenter.ca,Clinic,24/7,Certified,514-200-8983
57,"Norton, Welch and Mitchell Hospital",050 White Ford,Blainville,Quebec,B6Q 5C4,Canada,514-717-0144,nortonwelchandmitchell@medcenter.ca,Clinic,9 AM - 5 PM,Pending,
58,"Vega, Crane and Fernandez Hospital",027 Brooks Radial Suite 837,Trois-Rivières,Quebec,E3J 1Z2,Canada,450-760-1711,vegacraneandfernandez@hospital.ca,General,10 AM - 8 PM,Certified,450-065-9164
59,Williams-Smith Hospital,8093 Maureen Ways,Longueuil,Quebec,I8J 8O5,Canada,438-080-0020,williamssmith@medcenter.ca,Clinic,8 AM - 6 PM,Certified,418-409-2176
60,Young PLC Hospital,540 Sanchez Plaza Apt. 687,Pointe-Claire,Quebec,R9Z 4X0,Canada,418-073-4041,youngplc@clinic.ca,General,10 AM - 8 PM,Certified,418-305-5700
61,"Jones, Fernandez and Carlson Hospital",850 Jordan Views Suite 748,Gatineau,Quebec,B0D 8S1,Canada,450-122-0357,jonesfernandezandcarlson@medcenter.ca,Clinic,7 AM - 7 PM,Certified,418-554-8688
62,Nixon LLC Hospital,950 Oliver Dam Suite 122,Trois-Rivières,Quebec,X3J 3R5,Canada,450-446-1761,nixonllc@medcenter.ca,Clinic,9 AM - 5 PM,Pending,514-269-0065
63,Nguyen-Gomez Hospital,91126 Chambers Harbors,Brossard,Quebec,Q0L 2Y0,Canada,418-668-5239,nguyengomez@medcenter.ca,General,9 AM - 5 PM,Certified,450-201-4146
64,Pena Inc Hospital,126 Rachel Pine,Granby,Quebec,Q0X 4X5,Canada,418-220-8414,penainc@clinic.ca,General,8 AM - 6 PM,Accredited,418-052-8078
65,Glenn Ltd Hospital,798 Joshua Club,Pointe-Claire,Quebec,F3A 2P8,Canada,514-289-5799,glennltd@healthcare.com,General,10 AM - 8 PM,Certified,418-197-7127
66,Buckley Ltd Hospital,891 Christopher Turnpike Suite 356,Pointe-Claire,Quebec,J0B 6O6,Canada,514-168-5878,buckleyltd@medcenter.ca,General,9 AM - 5 PM,Accredited,418-196-9494
67,Mcpherson Inc Hospital,787 Hansen Skyway,Montreal,Quebec,G8N 8A3,Canada,450-552-6096,mcphersoninc@clinic.ca,Clinic,9 AM - 5 PM,Accredited,514-733-5016
68,Wolf Ltd Hospital,50959 Woods Plaza Apt. 420,Kirkland,Quebec,M9O 3U9,Canada,514-667-5077,wolfltd@healthcare.com,General,8 AM - 6 PM,Pending,
69,Jackson and Sons Hospital,11059 Derek Meadows,Dorval,Quebec,T6C 8X1,Canada,438-927-7195,jacksonandsons@medcenter.ca,Specialized,9 AM - 5 PM,Accredited,514-686-8639
70,"Burgess, Molina and Powell Hospital",11536 Clark Park Suite 794,Beaconsfield,Quebec,N1D 0E5,Canada,438-292-8710,burgessmolinaandpowell@hospital.ca,Clinic,9 AM - 5 PM,Pending,438-133-0042
71,"Sampson, Parker and Walls Hospital",2984 Reese Lake,Repentigny,Quebec,A7S 2O8,Canada,418-059-4649,sampsonparkerandwalls@medcenter.ca,Clinic,7 AM - 7 PM,Accredited,450-894-9630
72,Wilson Ltd Hospital,71414 Zhang Shore Suite 441,Laval,Quebec,E8Z 2Q7,Canada,450-148-8312,wilsonltd@healthcare.com,General,8 AM - 6 PM,Certified,438-578-0954
73,Wilkins and Sons Hospital,568 Lewis Valleys,Drummondville,Quebec,W9H 4S7,Canada,450-830-5356,wilkinsandsons@hospital.ca,Clinic,7 AM - 7 PM,Accredited,450-820-8859
74,Gomez LLC Hospital,566 Jones Shoals,Quebec City,Quebec,D8Y 5F1,Canada,438-988-4623,gomezllc@clinic.ca,Specialized,10 AM - 8 PM,Accredited,514-829-8698
75,Palmer-Tanner Hospital,25601 Wright Locks Apt. 379,Beaconsfield,Quebec,Y6Y 3O8,Canada,514-814-2874,palmertanner@hospital.ca,Clinic,7 AM - 7 PM,Pending,418-708-9301
76,"Lee, Owen and Phillips Hospital",6520 Curtis Well Apt. 118,Dorval,Quebec,F1B 4B3,Canada,438-967-9691,leeowenandphillips@hospital.ca,General,24/7,Certified,438-727-5916
77,Haley and Sons Hospital,4951 Rodriguez Roads,Blainville,Quebec,H4M 9T7,Canada,418-177-4247,haleyandsons@medcenter.ca,Clinic,10 AM - 8 PM,Pending,418-519-4111
78,"Marshall, Delgado and Lambert Hospital",0573 Willis Glen Suite 249,Brossard,Quebec,H2B 6U0,Canada,438-052-6982,marshalldelgadoandlambert@medcenter.ca,General,9 AM - 5 PM,Certified,418-498-3098
79,Giles Inc Hospital,899 Brooks Glens,Dollard-Des Ormeaux,Quebec,W6I 0V5,Canada,450-049-1454,gilesinc@hospital.ca,Clinic,10 AM - 8 PM,Certified,450-342-9945
80,Livingston PLC Hospital,3140 Jennifer Forges Apt. 637,Dorval,Quebec,E6B 0J6,Canada,450-665-5041,livingstonplc@hospital.ca,Specialized,9 AM - 5 PM,Certified,450-075-0400
81,Davis-Griffith Hospital,5074 Johnston Loop Suite 471,Kirkland,Quebec,E0F 9M8,Canada,514-494-1059,davisgriffith@hospital.ca,Specialized,24/7,Accredited,438-405-1497
82,Williams-Flores Hospital,12838 Vasquez Mountain Apt. 794,Repentigny,Quebec,F3U 6E0,Canada,418-514-6596,williamsflores@clinic.ca,Clinic,24/7,Pending,438-045-8085
83,Boyle LLC Hospital,5318 Schultz Crescent Apt. 875,Quebec City,Quebec,M8J 8P9,Canada,438-634-6571,boylellc@medcenter.ca,Clinic,9 AM - 5 PM,Certified,514-878-9842
84,Hernandez Inc Hospital,549 Dean Pass Suite 271,Montreal,Quebec,Q6E 7P5,Canada,514-269-3777,hernandezinc@healthcare.com,General,10 AM - 8 PM,Accredited,418-578-7714
85,Banks Ltd Hospital,9671 Gilbert Avenue Apt. 792,Sherbrooke,Quebec,Z2Q 2I7,Canada,438-980-5175,banksltd@healthcare.com,Clinic,8 AM - 6 PM,Pending,450-379-4890
86,Thomas Ltd Hospital,69592 Mcdonald Fork,Drummondville,Quebec,R6T 8W1,Canada,418-453-5183,thomasltd@healthcare.com,General,24/7,Certified,514-539-4168
87,"Oliver, Sheppard and Wright Hospital",16283 Walker Station,Kirkland,Quebec,G8H 8G6,Canada,438-579-7320,oliversheppardandwright@clinic.ca,Clinic,7 AM - 7 PM,Accredited,438-036-7493
88,Wheeler-Rios Hospital,47525 Tina Falls,Laval,Quebec,O1W 9W1,Canada,418-902-7819,wheelerrios@healthcare.com,Clinic,8 AM - 6 PM,Pending,
89,Fields LLC Hospital,703 Christina Harbors,Dorval,Quebec,P3O 6D0,Canada,514-481-6348,fieldsllc@healthcare.com,General,9 AM - 5 PM,Certified,450-354-1235
90,Holmes and Sons Hospital,5586 Rachael Wells Suite 668,Pointe-Claire,Quebec,X3O 8E1,Canada,438-956-3779,holmesandsons@hospital.ca,General,7 AM - 7 PM,Accredited,
91,Adams PLC Hospital,0536 Blankenship Ridges Apt. 180,Kirkland,Quebec,X3Z 6G2,Canada,514-418-0541,adamsplc@clinic.ca,General,7 AM - 7 PM,Certified,
92,Carlson Inc Hospital,8173 Gregory Coves Suite 645,Dorval,Quebec,T8U 7S5,Canada,438-678-5582,carlsoninc@hospital.ca,Specialized,10 AM - 8 PM,Accredited,514-556-5853
93,Herrera PLC Hospital,88370 Morgan Curve,Gatineau,Quebec,R5C 0H5,Canada,450-539-9815,herreraplc@clinic.ca,General,9 AM - 5 PM,Accredited,450-399-9597
94,Mays-Sharp Hospital,07188 Wyatt Circles,Kirkland,Quebec,Y5I 4M2,Canada,450-748-8882,mayssharp@medcenter.ca,General,24/7,Certified,418-389-3800
95,"Young, Rojas and Willis Hospital",55977 Morrison Underpass Apt. 118,Sherbrooke,Quebec,C0S 2W6,Canada,514-772-4118,youngrojasandwillis@medcenter.ca,General,8 AM - 6 PM,Pending,450-493-6912
96,"Fuentes, Ferguson and Webster Hospital",90027 Andrew Circles Suite 407,Longueuil,Quebec,O6Q 4T2,Canada,438-869-6341,fuentesfergusonandwebster@clinic.ca,Specialized,9 AM - 5 PM,Pending,418-388-0759
97,"Reyes, King and Nelson Hospital",23183 Wilkins Highway,Sherbrooke,Quebec,K8C 2P6,Canada,418-160-1654,reyeskingandnelson@clinic.ca,Specialized,7 AM - 7 PM,Certified,450-968-4113
98,Hawkins-Griffith Hospital,226 Ashley Fork,Repentigny,Quebec,U4O 9D1,Canada,438-406-7001,hawkinsgriffith@clinic.ca,General,10 AM - 8 PM,Certified,514-653-2789
99,White LLC Hospital,663 Carmen Islands,Repentigny,Quebec,R4N 4I8,Canada,418-170-9411,whitellc@clinic.ca,Specialized,24/7,Accredited,514-003-8857
100,Richard-Clark Hospital,9073 Patricia Pike Suite 494,Laval,Quebec,C5I 0H8,Canada,438-162-5496,richardclark@healthcare.com,Specialized,8 AM - 6 PM,Pending,514-164-0083
101,Mora-Banks Hospital,742 Robert Prairie Apt. 686,Granby,Quebec,H2Z 4Y0,Canada,514-338-5141,morabanks@hospital.ca,Specialized,7 AM - 7 PM,Accredited,418-233-4812
102,Smith-Jones Hospital,017 Scott Glens,Mascouche,Quebec,D4J 7N4,Canada,418-289-5432,smithjones@hospital.ca,Specialized,7 AM - 7 PM,Accredited,438-179-6067
103,"Johnson, Perry and Beck Hospital",098 Mcintyre Squares Suite 159,Dorval,Quebec,A7U 6P8,Canada,514-534-0548,johnsonperryandbeck@hospital.ca,General,10 AM - 8 PM,Accredited,438-872-8966
104,Morris-Andrade Hospital,12331 Torres Roads Suite 313,Blainville,Quebec,U0G 2H5,Canada,514-317-0323,morrisandrade@healthcare.com,Clinic,9 AM - 5 PM,Certified,450-472-0089
105,Smith-Gonzalez Hospital,7540 Wilson Point Suite 496,Pointe-Claire,Quebec,S6N 6W1,Canada,514-971-2687,smithgonzalez@hospital.ca,Specialized,8 AM - 6 PM,Accredited,450-942-7919
106,"Butler, Fischer and Oneill Hospital",630 Dominique Viaduct Suite 868,Dorval,Quebec,S2L 3D1,Canada,418-604-4561,butlerfischerandoneill@clinic.ca,Specialized,9 AM - 5 PM,Certified,
107,Brown PLC Hospital,873 Fox Ranch,Repentigny,Quebec,C8H 4M6,Canada,418-683-6608,brownplc@hospital.ca,Clinic,24/7,Certified,514-607-6987
108,"Lopez, Richard and Miller Hospital",0015 Sullivan Skyway,Laval,Quebec,J8M 9H1,Canada,514-997-0571,lopezrichardandmiller@hospital.ca,General,9 AM - 5 PM,Accredited,514-668-3144
109,"Chavez, Hernandez and Miller Hospital",7666 Haley Dam Apt. 182,Kirkland,Quebec,W1H 9M7,Canada,418-748-8847,chavezhernandezandmiller@healthcare.com,Clinic,9 AM - 5 PM,Pending,418-124-2066
110,Ward-Ortega Hospital,7218 Ryan Vista Apt. 206,Montreal,Quebec,V7H 6Z5,Canada,418-290-7408,wardortega@healthcare.com,Clinic,8 AM - 6 PM,Pending,
111,Lowery Inc Hospital,943 Walker Mountains Apt. 999,Blainville,Quebec,L6G 0R8,Canada,418-851-2702,loweryinc@hospital.ca,Specialized,7 AM - 7 PM,Accredited,418-873-2144
112,"Parsons, Robinson and Green Hospital",06093 Alvarez Islands,Granby,Quebec,X8N 6A4,Canada,438-489-1038,parsonsrobinsonandgreen@clinic.ca,General,9 AM - 5 PM,Pending,450-125-0723
113,Collins-Wallace Hospital,01706 Greg Stravenue Suite 154,Sherbrooke,Quebec,T6D 0N2,Canada,514-557-4344,collinswallace@medcenter.ca,Clinic,9 AM - 5 PM,Certified,514-815-4055
114,"Smith, Rose and Davis Hospital",012 Mack Mill Apt. 401,Dorval,Quebec,P2N 0R5,Canada,514-902-0454,smithroseanddavis@medcenter.ca,Clinic,8 AM - 6 PM,Certified,514-942-4422
115,Copeland-Hopkins Hospital,747 Angel Bridge,Blainville,Quebec,X9T 0S8,Canada,438-121-8647,copelandhopkins@hospital.ca,General,7 AM - 7 PM,Pending,450-350-8632
116,Johnson-Thompson Hospital,528 Valerie Rest,Beaconsfield,Quebec,V8F 2T5,Canada,450-512-9494,johnsonthompson@medcenter.ca,Clinic,8 AM - 6 PM,Accredited,418-594-7830
117,Ortega-Conrad Hospital,8001 Villanueva Streets,Blainville,Quebec,T5Z 0C7,Canada,514-767-5146,ortegaconrad@hospital.ca,Clinic,8 AM - 6 PM,Certified,418-265-2435
118,Scott-Miller Hospital,07013 Johnson Causeway Apt. 125,Beaconsfield,Quebec,K2E 8O5,Canada,438-529-5292,scottmiller@healthcare.com,Clinic,9 AM - 5 PM,Pending,418-261-1667
119,"Robinson, Sims and Ortiz Hospital",0232 Jeanette Springs,Beaconsfield,Quebec,F6H 4S1,Canada,514-428-4582,robinsonsimsandortiz@healthcare.com,Specialized,10 AM - 8 PM,Certified,
120,Mitchell-Nelson Hospital,1203 Perez Roads Apt. 826,Longueuil,Quebec,H0F 8B9,Canada,450-448-6100,mitchellnelson@healthcare.com,Specialized,10 AM - 8 PM,Accredited,514-074-8826
121,"Boone, Soto and Roberts Hospital",02272 Garcia Port Suite 690,Mascouche,Quebec,X2U 6I0,Canada,418-911-8282,boonesotoandroberts@medcenter.ca,General,24/7,Certified,438-859-2773
122,Gomez LLC Hospital,089 Stewart Divide,Granby,Quebec,Y2H 3N9,Canada,418-463-0983,gomezllc@medcenter.ca,General,7 AM - 7 PM,Certified,418-815-7037
123,Edwards-Roberts Hospital,7062 Robert Gateway,Dorval,Quebec,T5V 6J2,Canada,450-358-5317,edwardsroberts@healthcare.com,General,24/7,Pending,
124,Conner Group Hospital,059 Patrick Neck,Brossard,Quebec,G6E 8L9,Canada,418-821-4153,connergroup@medcenter.ca,General,24/7,Pending,
125,Davis-Mcdowell Hospital,08139 Sean Ports,Brossard,Quebec,J7O 8T7,Canada,438-275-7063,davismcdowell@medcenter.ca,General,24/7,Certified,
126,"Mendez, Aguirre and Jackson Hospital",19307 Lance Place,Drummondville,Quebec,V6B 9X0,Canada,514-970-4220,mendezaguirreandjackson@hospital.ca,Specialized,7 AM - 7 PM,Accredited,
127,Howard-Rogers Hospital,4642 Morris River Apt. 619,Longueuil,Quebec,N3K 1I1,Canada,438-099-1413,howardrogers@clinic.ca,Clinic,24/7,Certified,450-525-4669
128,"Wilkinson, Martin and Gomez Hospital",1984 Justin Hills Apt. 599,Quebec City,Quebec,K9B 5A7,Canada,514-338-3001,wilkinsonmartinandgomez@healthcare.com,Specialized,10 AM - 8 PM,Pending,450-092-4760
129,"Jensen, Hall and Hampton Hospital",212 Ellis Lakes,Blainville,Quebec,Q3W 0X5,Canada,418-127-4262,jensenhallandhampton@healthcare.com,General,8 AM - 6 PM,Certified,438-180-6939
130,"Farmer, Murphy and Jackson Hospital",4882 Maynard Falls Apt. 465,Quebec City,Quebec,X5K 6F2,Canada,418-453-6846,farmermurphyandjackson@medcenter.ca,Specialized,24/7,Pending,450-527-6554
131,"Smith, Schroeder and Sullivan Hospital",266 Harris Lock,Longueuil,Quebec,L2F 3B8,Canada,418-471-0498,smithschroederandsullivan@clinic.ca,Specialized,8 AM - 6 PM,Pending,450-057-6430
132,"Baker, Davis and Barnes Hospital",3489 Michael Dam,Brossard,Quebec,D9P 1B4,Canada,418-926-4046,bakerdavisandbarnes@clinic.ca,Clinic,9 AM - 5 PM,Pending,514-568-2111
133,"Hughes, Martinez and Warner Hospital",94885 Benjamin Track,Quebec City,Quebec,C3O 5S7,Canada,438-828-7267,hughesmartinezandwarner@healthcare.com,General,10 AM - 8 PM,Accredited,514-064-2038
134,Gardner PLC Hospital,0176 Brenda Center,Drummondville,Quebec,I0L 9E1,Canada,418-601-3751,gardnerplc@clinic.ca,General,10 AM - 8 PM,Accredited,450-245-1704
135,"Costa, Sweeney and Willis Hospital",2897 Andersen Flat Apt. 592,Beaconsfield,Quebec,F0E 4L4,Canada,450-301-2587,costasweeneyandwillis@clinic.ca,Specialized,7 AM - 7 PM,Certified,
136,Wallace-Taylor Hospital,541 Melanie Station Apt. 386,Beaconsfield,Quebec,T3F 0C7,Canada,438-428-3007,wallacetaylor@hospital.ca,Specialized,24/7,Pending,450-032-0484
137,Smith-Davis Hospital,42711 Rachel Valley Suite 494,Dollard-Des Ormeaux,Quebec,U5F 5P9,Canada,438-407-3892,smithdavis@medcenter.ca,Specialized,10 AM - 8 PM,Pending,
